,Fecha,Ubicacion,Operador,Ruta,Tipo Avion,Num Registro,cn / ln,Total Muertes en Suelo,Año,Total Abordo,Pasajeros abordo,Tripulación Abordo,Total Muertes,Muertes Pasajeros,Muertes Tripulacion,Tasa Mortalidad,Ciudad
2416,1969-04-02,"Zawoja, Poland",LOT Polish Airlines,Warsaw - Cracow,Antonov AN-24V,SP-LTF,67302406,0,1969,53,48,5,53,48,5,1.0,Warsaw 
2417,1969-04-07,"Sept-Îles, Quebec, Canada",Air Canada,Seven Islands - Montreal,Vickers 757 Viscount,CF-THK,271,0,1969,21,17,4,1,1,0,0.047619047619047616,Seven Islands 
2418,1969-04-15,"Off Chongjin, North Korea",Military - U.S. Navy,Atsuji - Atsuji,Lockheed EC-121M,135749,4318,0,1969,31,25,6,31,25,6,1.0,Atsuji 
2419,1969-04-16,"Kinshasa, Zaire",Wigmo,Kinshasa - Kananga - Mbuji-Mayi,Curtiss C-46,9T-PLJ,26710,0,1969,45,42,3,45,42,3,1.0,Kinshasa 
2420,1969-04-21,"Khulna, East Pakistan",Indian Airlines,"Silchar, India - Khulna, Bangladesh",Fokker F-27 Friendship 100,VT-DOJ,10214,0,1969,44,40,4,44,40,4,1.0,"Silchar, India "
2423,1969-05-07,"Medford, New Jersey",Flying W Airways,"Medford, NJ - Allentown, PA",Curtiss C-46F,N1243N,22456,0,1969,2,0,2,2,0,2,1.0,"Medford, NJ "
2425,1969-05-25,"Reggio di Calabria, Italy",Aero Transporti Italiani,Rome - Reggio di Calabria,Fokker F-27 Friendship 600,I-ATIT,10363,0,1969,36,31,5,1,1,0,0.027777777777777776,Rome 
2426,1969-06-04,"Near Salinas Victoria, Nuevo Leon, Mexico",Compania Mexicana de Aviacion,Mexico City - Monterey,Boeing B-727-64,XA-SEL,19256/355,0,1969,79,72,7,79,72,7,1.0,Mexico City 
2427,1969-06-05,"Off Andreanof Islands, Alaska",Military - U.S. Air Force,"Shemya, AK - Eielson, AK",Boeing RC-135E,62-4137,18477,0,1969,19,0,19,19,0,19,1.0,"Shemya, AK "
2428,1969-06-23,"Near Poroslitsy, Russia",Miilitary - Aeroflot,Moscow - Chernihiv,Ilyushin IL-14M / Antonov An-12BP,CCCP-52018,7343208/402503,0,1969,120,110,10,120,110,10,1.0,Moscow 
2429,1969-06-28,"Near Talas, Kyrgyzstan",Aeroflot,"Talas, Kyrgyzstan - Frunze, Russia",Ilyushin IL-14,CCCP-91495,7343306,0,1969,40,35,5,40,35,5,1.0,"Talas, Kyrgyzstan "
2430,1969-07-06,"Near Monroe, Georgia",Air South,"Atlanta, GA - Sumpter, SC - Greer, SC",Beechcraft B-99,N844NS,U16,0,1969,14,12,2,14,12,2,1.0,"Atlanta, GA "
2431,1969-07-12,"Hitauda, Nepal",Royal Nepal Airlines,Katmandu - Simra,Douglas DC-3,9N-AAP,42956,0,1969,35,31,4,35,31,4,1.0,Katmandu 
2432,1969-07-15,"New York City, New York",New York Airways,New York - Newark,de Havilland Canada DHC-6 Twin Otter 200,N558MA,175,0,1969,14,11,3,3,1,2,0.21428571428571427,New York 
2433,1969-07-25,"Kekaha, Hawaii",Trans Isle Air,Kalaupapa - Lihue,De Havilland DH-104 Dove,N88G,826,0,1969,13,11,2,1,1,0,0.07692307692307693,Kalaupapa 
2434,1969-07-26,"Atlantic City, New Jersey",Trans World Airlines,Training,Boeing 707-331C,N787TW,18712/373,0,1969,5,0,5,5,0,5,1.0,Training
2435,1969-07-26,"Biskra, Algeria",Air Algerie,Marseille- Algiers - Hassi Messaoud,Sud Aviation SE-210 Caravelle 6N,7T-VAK,073/73,0,1969,37,30,7,33,30,3,0.8918918918918919,Marseille
2436,1969-08-03,"Preobrazhenka, Ukraine",Aeroflot,Dnepropetrovsk - 	Vinnitsa,Antonov An-24B,CCCP-46248,77303206,0,1969,55,51,4,55,51,4,1.0,Dnepropetrovsk 
2438,1969-08-19,"Near Long Tieng, Laos",Air America,"Long Tieng, Laos - Sam Thong, Laos",Pilatus Pc-6C,N196X,596,0,1969,13,12,1,13,12,1,1.0,"Long Tieng, Laos "
2440,1969-08-26,"Moscow, Russia",Aeroflot,Noril'sk - Moscow,Ilyushin IL-18,CCCP-75708,189001705,0,1969,102,94,8,16,16,0,0.1568627450980392,Noril'sk 
2441,1969-08-26,"Khovu-Aksy, Russia",Aeroflot,Kyzyl - Khovu-Aksy,Antonov AN-2,CCCP-41971,1 33 473 11,0,1969,14,11,3,14,11,3,1.0,Kyzyl 
2442,1969-08-31,"Newton, Iowa",Private Charter,Chicago - Des Moines.,Cessna 172H,N3149X,55299,0,1969,3,2,1,3,2,1,1.0,Chicago 
2443,1969-09-01,"Cross Bay, Russia",Aeroflot,Anadyr - Cross Bay,Ilyushin IL-14P,CCCP-61731,146000205,0,1969,27,22,5,22,17,5,0.8148148148148148,Anadyr 
2444,1969-09-02,"Near Pakse, Laos",Military - Royal Lao Air Force,Savannakhet - Pakse,Douglas C-47,248,32580,0,1969,35,31,4,35,31,4,1.0,Savannakhet 
2447,1969-09-09,"Near Fairland, Indiana",Allegheny Airlines / Forth Corporation,Indianapolis - Bakalar AFB,MD Douglas DC-9-31/Piper Cherokee PA-28,N988VJ/N7374J,47211/357 / ?,0,1969,83,79,4,83,79,4,1.0,Indianapolis 
2448,1969-09-12,"Near Antipolo, Philippines",Philippine Air Lines,Mactan - Manilla,BAC One-Eleven 402AP,PI-C1131,092,0,1969,47,42,5,45,41,4,0.9574468085106383,Mactan 
2449,1969-09-14,"Londrina-Parana, Brazil",VASP,Camp Grande - Londrina - Sao Palo,Douglas DC-3,PP-SPP,15618/27063,0,1969,21,15,6,20,15,5,0.9523809523809523,Camp Grande 
2450,1969-09-17,"Campbell River, Canada",Pacific Western Airlines,Vancouver - Campbell River,Convair CV-640,CF-PWR,440,0,1969,15,11,4,4,2,2,0.26666666666666666,Vancouver 
2451,1969-09-20,"Near Hoi An, Vietnam",Air Vietnam (South Vietnam),Pleiku - Da Nang,Douglas DC-4 / USAF F-4E,XV-NUG,10860,2,1969,76,71,5,74,69,5,0.9736842105263158,Pleiku 
2452,1969-09-21,"Mexico City, Mexico",Mexicana,Chicago - Mexico City,Boeing B-727-64,XA-SEJ,19255/331,0,1969,118,111,7,27,22,5,0.2288135593220339,Chicago 
2453,1969-09-26,"Uli, Nigeria",Nordchurchaid,São Tomé - Uli,Boeing C-97,N52676,16707,0,1969,5,0,5,5,0,5,1.0,São Tomé 
2454,1969-09-26,"Near La Paz, Bolivia",Lloyd Aereo Boliviano,Santa Cruz - La Paz,Douglas DC-6B,CP-698,43273/191,0,1969,74,69,5,74,69,5,1.0,Santa Cruz 
2455,1969-10-02,Gulf of Tonkin,Military - U.S. Navy,Subi Point - USS Constellation,Grumman C-2A,152796,13,0,1969,26,21,5,26,21,5,1.0,Subi Point 
2456,1969-10-13,"Nizhnevartovsk, Russia",Aeroflot,Surgut - Nizhnevartovsk,Antonov An-24B,CCCP-47772,79901404,0,1969,56,52,4,24,22,2,0.42857142857142855,Surgut 
2457,1969-11-09,"Timmins, Ontario ,Canada",Austin Airways,Winisk - Timmins,Douglas C-47B,CF-AAL,15383/26828,0,1969,4,2,2,2,2,0,0.5,Winisk 
2458,1969-11-13,"Near Anderma, Russia",Aeroflot,Amderma - Moscow,Antonov An-12TB,CCCP-11376,402406,0,1969,12,9,3,12,9,3,1.0,Amderma 
2459,1969-11-19,"Mt. Pilot Knob, Glens Falls, New York",Mohawk Airlines,Albany - Glenn Falls,Fairchild-Hiller FH-227B,N7811M,531,0,1969,14,11,3,14,11,3,1.0,Albany 
2460,1969-11-20,"Near Ikeja, Nigeria",Nigeria Airways,Kano - Lagos,BAC VC-10-1101,5N-ABD,804,0,1969,87,76,11,87,76,11,1.0,Kano 
2461,1969-12-03,"Off Caracas, Venezuela",Air France,"Caracas - Pointe a Pitre, Guadeloupe",Boeing B-707-328B,F-BHSZ,18459/335,0,1969,62,41,21,62,41,21,1.0,Caracas 
2463,1969-12-06,"Near Khantanga, Russia",Aeroflot,Syktyvkar - Khatanga,Antonov An-12PL,CCCP-11381,402807,0,1969,8,2,6,8,2,6,1.0,Syktyvkar 
2464,1969-12-08,"Near Keratea, Greece",Olympic Airways,Chania - Athens,Douglas DC-6B,SX-DAE,45540/1016,0,1969,90,85,5,90,85,5,1.0,Chania 
2465,1969-12-10,"Off Makhachkala , Russia",Aeroflot,Makhachkala - Astrakhan,Ilyushin 14P,CCCP-52010,703101,0,1969,17,12,5,17,12,5,1.0,Makhachkala 
2466,1969-12-22,"Nha Trang, Vietnam",Air Vietnam (South Vietnam),Saigon - Nha Trang,Douglas DC-6B,B-2005,44694,24,1969,77,70,7,10,10,0,0.12987012987012986,Saigon 
2467,1969-12-23,"Near Luang Prabang, Laos",Laos Air,Vientiane - Luang Prabang,Douglas C-47A-25-DK,XW-TDJ,13529,0,1969,6,4,2,6,4,2,1.0,Vientiane 
2468,1970-01-05,"Stockholm, Sweden",Spantax,Stockholm - Zurich,Convair CV-990-30A-5,EC-BNM,30-10-32,0,1970,10,7,3,5,5,0,0.5,Stockholm 
2470,1970-01-13,"Faleolo, Western Samoa",Polynesian Airlines,"Apia, Western Samoa - Pago Pago, American Samoa",Douglas DC-3,5W-FAC,16964,0,1970,32,29,3,32,29,3,1.0,"Apia, Western Samoa "
2471,1970-01-14,"Mt. Pumacona, Peru",Faucett,Trujillo - Juanjui,Douglas DC-4,OB-R-776,10591,0,1970,28,24,4,28,24,4,1.0,Trujillo 
2472,1970-01-25,"Near Delhi, India",Royal Nepal Airlines,Kathmandu - Delhi,Fokker F-27 Friendship 200,9N-AAR,1965,0,1970,23,18,5,1,0,1,0.043478260869565216,Kathmandu 
2473,1970-01-25,"Near Poza Rica, Mexico",Charter -Federal Electricity Commission,Mexico City - Poza Rica,Convair CV-240-2,XB-DOK,071,0,1970,19,15,4,18,14,4,0.9473684210526315,Mexico City 
2474,1970-01-28,"Near Batagai, Russia",Aeroflot,Chokurdakh - Batagay,Antonov AN-24,CCCP-47701,59900202,0,1970,34,28,6,34,28,6,1.0,Chokurdakh 
2475,1970-01-28,"Cleveland, Ohio",TAG Airlines,Cleveland - Detroit,De Havilland Dove,N2300H,04444,0,1970,9,7,2,9,7,2,1.0,Cleveland 
2476,1970-01-29,"Near Murmansk, Russia",Aeroflot,Leningrad - Murmansk,Tupolev TU-124,CCCP-45083,5351706,0,1970,11,32,6,11,8,3,1.0,Leningrad 
2477,1970-02-04,"Apuseni mountains, Romania",Tarom,Bucharest - Oradea,Antonov AN-24V,YR-AMT,77303310,0,1970,22,18,4,21,17,4,0.9545454545454546,Bucharest 
2478,1970-02-04,"Near Corrientes, Argentina",Aerolineas Argentinas,Corrientes - Rosario,Hawker Siddeley HS-748 1,LV-HGW,1539,0,1970,37,33,4,37,33,4,1.0,Corrientes 
2479,1970-02-06,"Near Samarkand, USSR",Aeroflot,Tashkent - Samarkand,Ilyushin IL-18V,CCCP-75798,182004303,0,1970,106,98,8,92,85,7,0.8679245283018868,Tashkent 
2480,1970-02-10,"Long Island Sound, Connecticut",Pilgrim Airlines,"Groton, CT - New York, NY",de Havilland Canada DHC-6 Twin Otter 100,N124PM,41,0,1970,5,3,2,5,3,2,1.0,"Groton, CT "
2481,1970-02-12,"Puerto Infrida, Colombia",Lineas Aéreas La Urraca,Villavicencio - Puerto Inírida,Douglas DC-3 (C-47-DL),HK-1270,4544,2,1970,12,8,4,12,8,4,1.0,Villavicencio 
2482,1970-02-15,"Off Santo Domingo, Dominican Republic",Compania Dominicana de Aviacion,Santo Domingo - San Juan,McDonnell Douglas DC-9-32,HI-177,47500/546,0,1970,102,97,5,102,97,5,1.0,Santo Domingo 
2484,1970-02-21,"Zurich, Switzerland",Swissair,Zurich - Tel Aviv,Convair CV-990-30A-6,HB-ICD,301015,0,1970,47,38,9,47,38,9,1.0,Zurich 
2485,1970-03-06,"St. Moritz, Switzerland",Bavaria Flug,Munchen - St. Moritz,Handley Page Jetstream 1,D-INAH,205,0,1970,11,9,2,11,9,2,1.0,Munchen 
2486,1970-03-14,"Belem Bay, Brazil",Paraense Transportes Aereos,Reclife - Belem,Fairchild-Hiller FH-227B,PP-BUF,556,0,1970,40,35,5,38,34,4,0.95,Reclife 
2487,1970-03-16,"Near Da Nang, South Vietnam",Military - U.S. Navy,Taiwan - Da Nang,Lockheed EC-121P,145927,5508,0,1970,31,0,31,23,0,23,0.7419354838709677,Taiwan 
2489,1970-04-01,"Novosibirsk, Russia",Aeroflot,Krasnoyarsk - Novosibirs,Antonov AN-24V,CCCP-47751,79901204,0,1970,45,40,5,45,40,5,1.0,Krasnoyarsk 
2490,1970-04-01,"Casablanca, Morocco",Royal Air Maroc,Agadir - Casablanca,Aerospatiale Caravelle 3,CN-CCV,032/33,0,1970,82,76,6,61,56,5,0.7439024390243902,Agadir 
2491,1970-04-04,"Zaporozhye, Ukraine",Aeroflot,Rostov - Zaporozhye,Ilyushin IL-14P,CCCP-52002,602111,0,1970,35,30,5,7,6,1,0.2,Rostov 
2492,1970-04-21,"Manila, Philippines",Philippine Air Lines,Cuayan - Manila,Hawker Siddeley HS-748-209,PI-C-1022,1643,0,1970,36,32,4,36,32,4,1.0,Cuayan 
2493,1970-04-25,"Rivolto, Italy",Military - Italian Air Force,Rivolto - Grazzanise,Fairchild C-119G,MM52-6018,10948,0,1970,19,12,7,17,10,7,0.8947368421052632,Rivolto 
2494,1970-04-28,"Kainatu,  New Guinea",Trans Australia Airlines,Mount Hagen - Goroka - Kainantu,de Havilland Canada DHC-6 Twin Otter 100,VH-TGR,6,0,1970,11,9,2,8,6,2,0.7272727272727273,Mount Hagen 
2495,1970-05-02,"Near St. Croix, US Virgin Islands",Antillean Airlines,New York City - St. Maarten,McDonnell Douglas DC-9-33CF,N935F,47407/457,0,1970,63,57,6,23,22,1,0.36507936507936506,New York City 
2496,1970-05-04,"Hamilton AFB, California",Military - U.S. Air Force,Hamilton - Spokane,Convair CV-240,52-5822,5221,0,1970,14,0,14,13,0,13,0.9285714285714286,Hamilton 
2498,1970-05-09,"Iligan, Philippines",Philippine Air Lines,Iligan - Manila,Fokker F-27 Friendship 100,PI-C532,10311,0,1970,33,29,4,1,0,1,0.030303030303030304,Iligan 
2499,1970-05-09,"Pellston, Michigan",Executive Jet Sales Inc.,Detroit - Pellston,Gates Learjet 23,N434EJ,23-046,0,1970,6,4,2,6,4,2,1.0,Detroit 
2500,1970-05-15,"Kishiniev, Moldavia, USSR",Aeroflot,Training,Antonov AN-10,CCCP11149,9 4 008 02,0,1970,11,0,11,11,0,11,1.0,Training
2502,1970-05-30,"Chamblee, Georgia",Lehigh Acres Development Inc.,"Chamblee, GA - Fort Myers,FL",Martin 404,N40412,14116,5,1970,33,29,4,1,1,0,0.030303030303030304,"Chamblee, GA "
2503,1970-06-01,"Tripoli, Libya",Ceskoslovenske Aerolinie,Prague - Tripoli,Tupolev TU-104A,OK-NDO,96601803,0,1970,13,10,3,13,10,3,1.0,Prague 
2504,1970-06-02,"Roxas, Philippines",Philippine Air Lines,Manila - Bacolod,Fokker F-27 Friendship 100,PI-C507,10246,0,1970,44,40,4,1,1,0,0.022727272727272728,Manila 
2505,1970-06-10,"Near Huaricanga, Peru",Military - LADE,Quito - Lima - Salta - Buenos Aires,Fokker F-27 Friendship 400M,TC-75,10411,0,1970,8,5,3,5,3,2,0.625,Quito 
2506,1970-07-03,"McGrath, Alakska",Reeder Flying Service,"McGrath AK - Galena, AK",Douglas DC-3,N154R,6156,0,1970,27,25,2,5,4,1,0.18518518518518517,McGrath AK 
2507,1970-07-03,"Near Arbucias, Gerona, Spain",Dan Air Services,Manchester - Barcelona,de Havilland Comet 4,G-APDN,06415,0,1970,112,105,7,112,105,7,1.0,Manchester 
2508,1970-07-05,"Toronto, Canada",Air Canada,Montreal - Toronto - Los Angeles,McDonnell Douglas DC-8-63,CF-TIW,46114/526,0,1970,109,100,9,109,100,9,1.0,Montreal 
2509,1970-07-18,North Atlantic Ocean,Military - Soviet Air Force,Reykjavik - Halifax - Sidney,Antonov AN-22,CCCP-09303,9340207,0,1970,23,15,8,23,15,8,1.0,Reykjavik 
2510,1970-07-27,"Tokyo, Japan",Flying Tiger Line,Tokyo - Okinawa,McDonnell Douglas DC-8-63AF,N785FT,46005/412,0,1970,4,0,4,4,0,4,1.0,Tokyo 
2511,1970-08-03,"Near Las Vegas, Nevada",Military - United States Navy,Nellis - North Island - Barbers Point,Lockheed P-3A Orion,152159,185-5129,0,1970,10,0,10,10,0,10,1.0,Nellis 
2512,1970-08-06,"Islamabad, Pakistan",Pakistan International Airlines,Rawalpindi - Lahore,Fokker F-27 Friendship 200,AP-ALM,10163,0,1970,30,26,4,30,26,4,1.0,Rawalpindi 
2513,1970-08-09,"Near Cuzco, Peru",Lineas Aereas Nacionales SA (Peru),Cuzco - Lima,Lockheed 188A Electra,OB-R939,1106,2,1970,100,91,9,99,91,8,0.99,Cuzco 
2514,1970-08-12,"Taipei, Taiwan",China Airlines (Taiwan),Hwa-Lien,NAMC YS-11A-219,B-156,2110,0,1970,31,26,5,14,12,2,0.45161290322580644,Hwa
2516,1970-08-29,"Near Silchar, India",Indian Airlines,Silchar - Gauhati,Fokker F-27 Friendship 400,VT-DWT,10336,0,1970,39,34,5,39,34,5,1.0,Silchar 
2517,1970-08-30,"Haringvreter, Netherlands",Dutch Continental Airways,Sightseeing,Britten-Norman BN-2A Islander,PH-NVA,111,0,1970,10,9,1,3,2,1,0.3,Sightseeing
2518,1970-09-02,"Lihovka, Ukraine",Aeroflot,Rostov-on-Don - Vilnius,Tupolev Tu-124,CCCP-45012,1350402,0,1970,37,32,5,37,32,5,1.0,Rostov
2520,1970-09-03,"Near Leningrad, USSR",Aeroflot,"Frunze, Kyrgyzstan - Leninabad, Tajikistan",Yakovlev YAK-40,CCCP-87690,9910503,0,1970,21,18,3,21,18,3,1.0,"Frunze, Kyrgyzstan "
2521,1970-09-08,"New York, New York",Trans International Airlines,"Jamaica, NY - Washington D.C.",McDonnell Douglas DC-8-63CF,N4863T,45951/414,0,1970,11,0,11,11,0,11,1.0,"Jamaica, NY "
2522,1970-09-26,"Near Vagar, Faeroe Islands, Denmark",Icelandair,Reykjavik - Vágar,Fokker F-27 Friendship 300,TF-FIL,10356,0,1970,34,30,4,8,7,1,0.23529411764705882,Reykjavik 
2523,1970-09-30,"Near Da Nang, Vietnam",Air Vietnam (South Vietnam),Pleiku - Hue,Douglas DC-3-DST,B- 305,3251,0,1970,38,34,4,4,1,3,0.10526315789473684,Pleiku 
2524,1970-10-02,"Mt. Trelease, near Silver Plume, Colorado","Charter, Golden Eagle Aviation Inc.","Wichita - Denver - Logan, Utah",Martin 404,N464M,14151,0,1970,40,37,3,32,30,2,0.8,Wichita 
2525,1970-10-02,"Near Taipei, Taiwan",Military - U.S. Air Force,Taipei - Ching Chuan Kang,Lockheed C-130E,64-0536,4025,0,1970,43,37,6,43,37,6,1.0,Taipei 
2527,1970-10-06,"Near Germiston, South Africa",National Airways,"Johannesberg - Orapa Mine, Botswana",Douglas DC-3,ZS-DKR,16660/33408,0,1970,11,9,2,3,2,1,0.2727272727272727,Johannesberg 
2528,1970-10-10,"Fort Dix, New Jersey",Saturn Airways,"Dayton, OH - Ft. Dix, NJ",Lockheed L-100-20 Hercules,N9248R,4221,0,1970,3,0,3,3,0,3,1.0,"Dayton, OH "
2530,1970-11-14,"Near Huntington, West Virginia",Southern Airways,"Kingston, NC - Huntington, WV",McDonnell Douglas DC-9-31,N97S,47245/510,0,1970,75,71,4,75,71,4,1.0,"Kingston, NC "
2531,1970-11-27,"Near Nha Trang, South Vietnam",Military - U.S. Air Force,Saigon - Nha Trang AB,Fairchild C-123K,55-4574,20236,0,1970,79,73,6,79,73,6,1.0,Saigon 
2532,1970-11-27,"Anchorage, Alaska",Capitol Airlines,Anchorage - Yokota AFB,McDonnell Douglas DC-8-63CF,N4909C,46060/472,0,1970,229,219,10,47,46,1,0.2052401746724891,Anchorage 
2535,1970-12-05,"Delhi, India",Jamair,New Delhi - Jaipur,Douglas DC-3,VT-CZC,12103,0,1970,16,12,4,5,2,3,0.3125,New Delhi 
2536,1970-12-07,"Near Constanta, Romania",Tarom,Tel Aviv - Bucharest,BAC One-Eleven  424EU,YR-BCA,130,0,1970,27,20,7,19,16,3,0.7037037037037037,Tel Aviv 
2537,1970-12-28,"St. Thomas, Virgin Islands",Trans Caribbean Airways,New York - St. Thomas,Boeing B-727-2A7,N8790R,20240,0,1970,55,48,7,2,2,0,0.03636363636363636,New York 
2538,1970-12-31,"Near Shemshernagar,  Pakistan",Pakistan International Airlines,Algiers - Mahón,Fokker F-27 Friendship 200,AP-AUV,10330,0,1970,35,31,4,7,7,0,0.2,Algiers 
2539,1970-12-31,"Off Algiers, Algeria",Rousseau Aviation,Algiers - Menorca,Nord 262E,F-BNGB,002,0,1970,31,28,3,31,28,3,1.0,Algiers 
2540,1970-12-31,"Leningrad, USSR",Aeroflot,Leningrad - Erevan,Ilyushin IL-18B,CCCP-75773,181003603,0,1970,93,90,3,93,90,3,1.0,Leningrad 
2541,1971-01-02,"Ben Gashir, Libya",United Arab Airlines,Algiers - Tripoli - Cairo,de Havilland Comet 4C,SU-ALC,6439,0,1971,16,8,8,16,8,8,1.0,Algiers 
2542,1971-01-09,"Edison, New Jersey",American Airlines / Private,"San Francisco, CA - Newark, NJ",Boeing B-707-323 / Cessna 150,N7595A/N60942,19345 / ?,0,1971,21,14,7,2,0,2,0.09523809523809523,"San Francisco, CA "
2543,1971-01-18,"Zurich, Switzerland",Balkan Bulgarian Airlines,Paris - Zurich - Sofia,Ilyushin IL-18,LZ-BED,186009002,0,1971,47,39,8,45,38,7,0.9574468085106383,Paris 
2545,1971-01-21,"Near Privas, France",L'Armée de L'Air,Paris - Orange,Nord 262A-34,F-RBOA,44,0,1971,21,17,4,21,17,4,1.0,Paris 
2546,1971-01-22,"Surgut, USSR",Aeroflot,Omsk - 	Surgut,Antonov AN-12B,CCCP 11000,5343610,0,1971,14,12,2,14,12,2,1.0,Omsk 
2547,1971-01-23,"Near Sokcho, South Korea",Korean Airlines,Kangnung - Seoul,Fokker F-27 Friendship 500,HL-5212,10428,0,1971,60,55,5,2,1,1,0.03333333333333333,Kangnung 
2548,1971-01-25,"Merida, Venezuela",Linea Aeropostal Venezolana,Mérida - Caracas,Vickers Viscount 749,YV-C-AMV,94,0,1971,47,43,4,13,12,1,0.2765957446808511,Mérida 
2549,1971-01-31,"Voroshilovgrad, Russia",Aeroflot,Tyumen - Surgut,Antonov AN-10,CCCP-12996,00347403,0,1971,7,6,1,7,6,1,1.0,Tyumen 
2550,1971-02-17,"Mt. Cunatineuta, Ecuador",TAM (Transportes Aereos Militares),La Paz - San Borja,Curtiss C-46,TAM-60,26683,0,1971,12,8,4,12,8,4,1.0,La Paz 
2551,1971-03-26,"Gauhati, India",Jamair,Guwahati - Bagdogra - Calcutta,Douglas DC-3,VT-ATT,20363,0,1971,15,11,4,15,11,4,1.0,Guwahati 
2552,1971-03-31,"Ontario, California",Western Airlines,Los Angeles - Ontairo,Boeing B-720-047B,N3166,19439,0,1971,5,0,5,5,0,5,1.0,Los Angeles 
2553,1971-03-31,"Vorochilovgrad, Ukraine",Aeroflot,Kuibyshev - Lugansk,Antonov An-10,CCCP-11145,8400701,0,1971,65,57,8,65,57,8,1.0,Kuibyshev 
2554,1971-04-15,"Near San Jose, Philippines",Military - Philippine Air Force,Manila - Nichols AFB,Douglas C-47A,293246,13136,0,1971,40,36,4,39,35,4,0.975,Manila 
